ID,Name,Revenue2015,Expenses2015,Profit2015,Growth2015,Revenue2014,Expenses2014,Profit2014,Growth2014,Revenue2013,Expenses2013,Profit2013
770,Studyingforty,"$8,025,209.00","$2,720,832.00","$5,304,378.00",461%,"$1,431,050.00","$489,373.00","$941,677.00",497%,"$239,707.00","$67,422.00","$172,285.00"
771,Ascendermogul,"$11,490,135.00","$4,083,093.00","$7,407,042.00",298%,"$2,886,624.00","$658,197.00","$2,228,427.00",,,,
772,Vapourmammering,"$11,999,542.00","$3,644,200.00","$8,355,342.00",364%,"$2,584,640.00","$613,635.00","$1,971,005.00",549%,"$398,250.00","$101,307.00","$296,943.00"
773,Touchyopposite,"$7,875,855.00","$5,508,953.00","$2,366,902.00",420%,"$1,514,253.00","$892,896.00","$621,357.00",407%,"$298,669.00","$194,600.00","$104,069.00"
774,Turbulentbridle,"$10,687,897.00","$3,544,194.00","$7,143,703.00",475%,"$1,858,038.00","$626,633.00","$1,231,405.00",532%,"$293,993.00","$132,614.00","$161,379.00"
775,Bobcheek,"$11,525,727.00","$2,217,638.00","$9,308,088.00",297%,"$2,900,970.00","$611,328.00","$2,289,642.00",301%,"$723,434.00","$260,829.00","$462,605.00"
776,Cribcaused,"$7,020,223.00","$5,683,236.00","$1,336,986.00",531%,"$1,112,229.00","$798,697.00","$313,532.00",351%,"$246,614.00","$176,508.00","$70,106.00"
777,Bushoil,"$10,139,870.00","$5,024,687.00","$5,115,183.00",405%,"$2,006,201.00","$900,105.00","$1,106,096.00",355%,"$440,923.00","$160,834.00","$280,089.00"
778,Aldineammonium,"$12,263,253.00","$2,195,787.00","$10,067,467.00",291%,"$3,139,719.00","$543,378.00","$2,596,341.00",63%,"$1,926,208.00","$1,316,829.00","$609,379.00"
779,Tryfanscaly,"$8,456,970.00","$6,736,439.00","$1,720,531.00",517%,"$1,371,216.00","$918,869.00","$452,347.00",554%,"$209,666.00","$139,146.00","$70,520.00"
780,Cajoleavoidant,"$10,771,339.00","$1,185,898.00","$9,585,440.00",313%,"$2,606,310.00","$317,595.00","$2,288,715.00",361%,"$565,360.00","$113,950.00","$451,410.00"
781,Cogstrip,"$9,705,673.00","$6,667,372.00","$3,038,302.00",436%,"$1,812,137.00","$1,172,448.00","$639,689.00",122%,"$816,278.00","$303,401.00","$512,877.00"
782,Needlesbosnian,"$11,671,478.00","$3,144,845.00","$8,526,633.00",360%,"$2,535,868.00","$822,080.00","$1,713,788.00",504%,"$419,846.00","$167,358.00","$252,488.00"
783,Announcesbuck,"$6,146,640.00","$4,390,260.00","$1,756,381.00",489%,"$1,043,729.00","$978,702.00","$65,027.00",288%,"$269,002.00","$187,557.00","$81,445.00"
784,Ericssonsafe,"$4,844,389.00","$6,503,652.00","-$1,659,263.00",330%,"$1,126,692.00","$1,674,839.00","-$548,147.00",191%,"$387,179.00","$403,781.00","-$16,602.00"
785,Geometrycrane,"$7,273,495.00","$436,039.00","$6,837,455.00",415%,"$1,411,231.00","$76,963.00","$1,334,268.00",390%,"$288,006.00","$20,491.00","$267,515.00"
786,Flakesmingling,"$6,047,509.00","$2,563,659.00","$3,483,850.00",470%,"$1,061,165.00","$483,864.00","$577,301.00",570%,"$158,383.00","$91,240.00","$67,143.00"
787,Ahemparticular,"$12,367,661.00","$4,908,512.00","$7,459,149.00",394%,"$2,502,931.00","$1,020,428.00","$1,482,503.00",444%,"$460,098.00","$135,336.00","$324,761.00"
788,Tubeverest,"$8,116,526.00","$596,967.00","$7,519,559.00",491%,"$1,372,553.00","$113,666.00","$1,258,887.00",394%,"$277,845.00","$19,111.00","$258,734.00"
789,Liripoopquean,"$6,129,971.00","$2,398,307.00","$3,731,664.00",335%,"$1,408,106.00","$400,480.00","$1,007,626.00",431%,"$265,180.00","$86,528.00","$178,652.00"
790,Rawchickenequip,"$5,865,323.00","$4,128,305.00","$1,737,017.00",139%,"$2,451,275.00","$2,107,390.00","$343,885.00",80%,"$1,361,819.00","$4,382,276.00","-$3,020,456.00"
791,Oraclemend,"$11,043,821.00","$8,701,267.00","$2,342,553.00",387%,"$2,269,618.00","$1,608,774.00","$660,844.00",350%,"$504,360.00","$420,947.00","$83,413.00"
792,Nthracer,"$7,748,179.00","$1,068,850.00","$6,679,328.00",427%,"$1,469,911.00","$183,940.00","$1,285,971.00",326%,"$345,050.00","$40,318.00","$304,732.00"
793,Loosepause,"$10,008,935.00","$5,285,445.00","$4,723,490.00",458%,"$1,794,333.00","$858,003.00","$936,330.00",441%,"$331,670.00","$217,642.00","$114,028.00"
794,Teenagean,"$7,338,571.00","$5,388,721.00","$1,949,850.00",412%,"$1,433,734.00","$1,138,090.00","$295,644.00",564%,"$215,924.00","$166,855.00","$49,068.00"
795,Pendulumfriction,"$10,190,851.00","$2,487,993.00","$7,702,858.00",357%,"$2,228,162.00","$475,314.00","$1,752,848.00",276%,"$592,596.00","$128,015.00","$464,582.00"
796,Dragonnode,"$9,649,797.00","$5,757,388.00","$3,892,409.00",483%,"$1,656,446.00","$781,207.00","$875,239.00",618%,"$230,703.00","$104,765.00","$125,938.00"
797,Australisbetter,"$11,078,804.00","$3,006,435.00","$8,072,369.00",380%,"$2,307,722.00","$421,067.00","$1,886,655.00",363%,"$498,428.00","$201,973.00","$296,455.00"
798,Profilecliche,"$9,398,668.00","$3,333,103.00","$6,065,565.00",418%,"$1,813,023.00","$778,576.00","$1,034,447.00",239%,"$534,815.00","$333,477.00","$201,338.00"
799,Indonesianheliopause,"$8,703,595.00","$6,649,914.00","$2,053,682.00",418%,"$1,680,931.00","$1,355,466.00","$325,465.00",193%,"$573,697.00","$890,395.00","-$316,699.00"
800,Roastjittery,"$9,006,369.00","$4,505,335.00","$4,501,034.00",392%,"$1,829,292.00","$704,850.00","$1,124,442.00",223%,"$566,344.00","$149,096.00","$417,248.00"
801,Abaftpractised,"$8,151,016.00","$4,306,926.00","$3,844,090.00",386%,"$1,677,495.00","$1,214,535.00","$462,960.00",409%,"$329,567.00","$202,277.00","$127,290.00"
802,Soulfulantigravity,"$10,954,009.00","$4,886,200.00","$6,067,809.00",285%,"$2,845,749.00","$1,011,942.00","$1,833,807.00",363%,"$614,633.00","$173,317.00","$441,315.00"
803,Toolsavagery,"$8,942,107.00","$4,491,305.00","$4,450,802.00",369%,"$1,905,063.00","$924,537.00","$980,526.00",393%,"$386,423.00","$192,154.00","$194,269.00"
804,Bittenwheat,"$8,311,364.00","$6,363,461.00","$1,947,903.00",284%,"$2,165,332.00","$2,380,179.00","-$214,847.00",107%,"$1,046,054.00","$968,654.00","$77,400.00"
805,Charmdrone,"$7,308,411.00","$10,869,101.00","-$3,560,690.00",451%,"$1,326,958.00","$2,179,814.00","-$852,856.00",592%,"$191,757.00","$319,657.00","-$127,900.00"
806,Magmarejoice,"$5,894,152.00","$6,401,348.00","-$507,196.00",188%,"$2,048,105.00","$2,277,545.00","-$229,440.00",35%,"$1,517,115.00","$5,158,766.00","-$3,641,652.00"
807,Fermiumdessicants,"$7,750,699.00","$5,018,641.00","$2,732,059.00",353%,"$1,709,498.00","$1,100,171.00","$609,327.00",315%,"$411,927.00","$292,796.00","$119,132.00"
808,Dessertsmugger,"$7,463,326.00","$1,774,638.00","$5,688,688.00",293%,"$1,897,281.00","$670,555.00","$1,226,726.00",278%,"$501,926.00","$204,105.00","$297,821.00"
809,Bloodhoundthin,"$13,712,279.00","$2,837,399.00","$10,874,880.00",353%,"$3,028,610.00","$716,025.00","$2,312,585.00",387%,"$621,891.00","$203,582.00","$418,309.00"
810,Waggerhooves,"$8,222,254.00","$4,879,893.00","$3,342,361.00",368%,"$1,758,434.00","$683,833.00","$1,074,601.00",278%,"$465,194.00","$307,191.00","$158,003.00"
811,Ganymedeunique,"$6,687,380.00","$1,662,558.00","$5,024,822.00",503%,"$1,108,510.00","$298,134.00","$810,376.00",486%,"$189,166.00","$69,272.00","$119,893.00"
812,Elongationmanagerial,"$10,299,965.00","$3,024,481.00","$7,275,484.00",531%,"$1,633,278.00","$746,569.00","$886,709.00",456%,"$293,755.00","$141,663.00","$152,092.00"
813,Lotwee,"$8,131,491.00","$6,371,665.00","$1,759,826.00",430%,"$1,533,414.00","$1,226,582.00","$306,832.00",438%,"$285,021.00","$310,995.00","-$25,974.00"
814,Miaowgrinder,"$7,697,469.00","$5,036,679.00","$2,660,790.00",433%,"$1,444,484.00","$1,078,685.00","$365,799.00",418%,"$278,858.00","$236,397.00","$42,461.00"
815,Fablescraper,"$9,515,666.00","$5,424,688.00","$4,090,978.00",252%,"$2,702,783.00","$1,619,966.00","$1,082,817.00",197%,"$910,028.00","$1,411,335.00","-$501,307.00"
816,Lardassare,"$8,758,326.00","$487,246.00","$8,271,079.00",411%,"$1,714,072.00","$99,999.00","$1,614,073.00",431%,"$322,801.00","$27,358.00","$295,443.00"
817,Numericpigeon,"$11,494,180.00","$3,090,940.00","$8,403,239.00",320%,"$2,734,790.00","$538,656.00","$2,196,134.00",416%,"$529,998.00","$126,380.00","$403,618.00"
818,Createblender,"$9,723,829.00","$5,819,265.00","$3,904,564.00",434%,"$1,822,499.00","$1,033,440.00","$789,059.00",413%,"$355,263.00","$237,486.00","$117,777.00"
819,Beltssneering,"$8,798,281.00","$6,617,273.00","$2,181,008.00",386%,"$1,810,842.00","$1,364,951.00","$445,891.00",277%,"$480,329.00","$473,060.00","$7,269.00"
820,Karatedistance,"$8,445,834.00","$5,221,833.00","$3,224,001.00",357%,"$1,848,788.00","$929,470.00","$919,318.00",,,,
821,Footshy,"$5,275,078.00","$944,661.00","$4,330,417.00",318%,"$1,260,547.00","$350,518.00","$910,029.00",302%,"$313,569.00","$94,060.00","$219,509.00"
822,Bonfirefailing,"$12,399,630.00","$3,396,476.00","$9,003,154.00",398%,"$2,491,574.00","$670,057.00","$1,821,517.00",402%,"$496,329.00","$155,372.00","$340,957.00"
823,Openstrustee,"$11,666,249.00","$7,344,982.00","$4,321,267.00",450%,"$2,119,425.00","$1,290,521.00","$828,904.00",373%,"$448,081.00","$216,114.00","$231,967.00"
824,Bevvyvanadium,"$7,168,272.00","$682,468.00","$6,485,805.00",443%,"$1,319,304.00","$133,631.00","$1,185,673.00",406%,"$260,732.00","$37,451.00","$223,281.00"
825,Launchbiggest,"$9,169,187.00","$3,850,631.00","$5,318,556.00",389%,"$1,874,058.00","$732,837.00","$1,141,221.00",,,,
826,Scornsomalian,"$8,766,714.00","$2,052,276.00","$6,714,438.00",294%,"$2,227,038.00","$467,533.00","$1,759,505.00",244%,"$647,395.00","$170,311.00","$477,084.00"
827,Cyclasesvg,"$7,141,472.00","$4,362,686.00","$2,778,786.00",467%,"$1,260,314.00","$836,680.00","$423,634.00",465%,"$223,064.00","$127,150.00","$95,914.00"
828,Witchesesteemed,"$8,087,059.00","$5,889,203.00","$2,197,855.00",394%,"$1,637,998.00","$1,387,959.00","$250,039.00",144%,"$671,311.00","$874,396.00","-$203,086.00"
829,Blueshiftcrispy,"$9,642,189.00","$6,823,455.00","$2,818,734.00",420%,"$1,852,565.00","$2,339,593.00","-$487,028.00",192%,"$634,440.00","$615,448.00","$18,992.00"
830,Dishesbitten,"$2,631,235.00","$1,938,473.00","$692,762.00",335%,"$605,553.00","$390,898.00","$214,655.00",224%,"$186,899.00","$362,923.00","-$176,024.00"
831,Twistedelephant,"$11,917,213.00","$2,814,394.00","$9,102,819.00",440%,"$2,204,865.00","$430,919.00","$1,773,946.00",365%,"$474,165.00","$83,451.00","$390,713.00"
832,Blouseinsoluble,"$7,713,376.00","$3,018,424.00","$4,694,952.00",352%,"$1,704,841.00","$673,665.00","$1,031,176.00",319%,"$406,883.00","$221,548.00","$185,335.00"
833,Whinchatdates,"$7,475,092.00","$1,097,499.00","$6,377,593.00",349%,"$1,665,644.00","$180,891.00","$1,484,753.00",288%,"$429,290.00","$39,006.00","$390,284.00"
834,Kidsdoylt,"$9,926,310.00","$2,214,088.00","$7,712,222.00",495%,"$1,667,740.00","$315,110.00","$1,352,630.00",697%,"$209,252.00","$37,611.00","$171,641.00"
835,Annoyinglyarabian,"$9,898,505.00","$1,665,920.00","$8,232,584.00",426%,"$1,880,643.00","$335,688.00","$1,544,955.00",337%,"$430,353.00","$76,256.00","$354,097.00"
836,Ursastudying,"$4,637,647.00","$415,664.00","$4,221,983.00",308%,"$1,137,556.00","$147,309.00","$990,247.00",376%,"$238,982.00","$28,416.00","$210,567.00"
837,Basemuddled,"$8,100,136.00","$3,661,647.00","$4,438,489.00",445%,"$1,486,967.00","$1,006,172.00","$480,795.00",447%,"$271,840.00","$144,185.00","$127,656.00"
838,Hostileglove,"$8,736,305.00","$4,299,102.00","$4,437,202.00",498%,"$1,462,128.00","$600,694.00","$861,434.00",572%,"$217,579.00","$101,911.00","$115,667.00"
839,Granolabooby,"$6,756,153.00","$7,183,552.00","-$427,399.00",339%,"$1,538,406.00","$2,420,858.00","-$882,452.00",283%,"$401,673.00","$1,333,662.00","-$931,989.00"
840,Thrushemillwright,"$11,215,145.00","$1,802,685.00","$9,412,459.00",462%,"$1,994,639.00","$375,307.00","$1,619,332.00",606%,"$282,527.00","$55,239.00","$227,287.00"
841,Errantplastic,"$5,998,941.00","$7,222,599.00","-$1,223,658.00",437%,"$1,117,959.00","$1,422,206.00","-$304,247.00",414%,"$217,502.00","$176,232.00","$41,270.00"
842,Studycanadian,"$8,923,310.00","$2,337,544.00","$6,585,766.00",440%,"$1,652,275.00","$446,689.00","$1,205,586.00",179%,"$592,213.00","$188,162.00","$404,051.00"
843,Ikeamongolian,"$7,165,221.00","$4,505,105.00","$2,660,116.00",433%,"$1,344,710.00","$870,308.00","$474,402.00",434%,"$251,818.00","$264,510.00","-$12,691.00"
844,Handgunheard,"$7,223,463.00","$3,608,917.00","$3,614,546.00",339%,"$1,644,154.00","$646,610.00","$997,544.00",239%,"$485,001.00","$493,981.00","-$8,980.00"
845,Ibexecheeks,"$9,897,384.00","$5,579,894.00","$4,317,490.00",420%,"$1,902,610.00","$1,132,011.00","$770,599.00",321%,"$451,926.00","$310,084.00","$141,842.00"
846,Trapexperts,"$6,788,469.00","$3,214,119.00","$3,574,350.00",310%,"$1,654,816.00","$980,600.00","$674,216.00",326%,"$388,454.00","$180,495.00","$207,959.00"
847,Muttonmint,"$9,974,454.00","$6,387,203.00","$3,587,252.00",390%,"$2,036,708.00","$1,142,935.00","$893,773.00",496%,"$341,730.00","$216,349.00","$125,381.00"
848,Sternlinguistic,"$8,047,084.00","$2,413,538.00","$5,633,546.00",540%,"$1,257,921.00","$360,391.00","$897,530.00",579%,"$185,261.00","$51,214.00","$134,047.00"
849,Currymercurial,"$11,221,821.00","$3,573,280.00","$7,648,541.00",556%,"$1,710,375.00","$459,037.00","$1,251,338.00",481%,"$294,385.00","$86,845.00","$207,540.00"
850,Totallyzonked,"$7,506,219.00","$6,688,379.00","$817,840.00",439%,"$1,392,028.00","$1,066,465.00","$325,563.00",340%,"$316,370.00","$301,168.00","$15,202.00"
851,Voleworry,"$11,764,441.00","$3,706,679.00","$8,057,762.00",691%,"$1,487,255.00","$405,300.00","$1,081,955.00",702%,"$185,443.00","$47,909.00","$137,534.00"
852,Practisemax,"$9,426,357.00","$4,157,735.00","$5,268,621.00",286%,"$2,440,321.00","$974,281.00","$1,466,040.00",259%,"$679,755.00","$183,249.00","$496,506.00"
853,Slicerseptum,"$9,775,286.00","$4,510,084.00","$5,265,201.00",528%,"$1,555,443.00","$1,233,825.00","$321,618.00",,,,
854,Librationmelba,"$9,053,058.00","$5,883,008.00","$3,170,050.00",397%,"$1,819,940.00","$1,076,161.00","$743,779.00",382%,"$377,581.00","$278,069.00","$99,512.00"
855,Placehospitable,"$12,576,493.00","$1,925,321.00","$10,651,172.00",595%,"$1,809,865.00","$299,032.00","$1,510,833.00",547%,"$279,732.00","$41,424.00","$238,308.00"
856,Gelatinmonths,"$7,274,544.00","$3,612,741.00","$3,661,804.00",326%,"$1,706,219.00","$878,141.00","$828,078.00",,,,
857,Drunkactually,"$7,181,921.00","$4,294,121.00","$2,887,800.00",289%,"$1,845,759.00","$660,335.00","$1,185,424.00",,,,
858,Subtletymosaic,"$8,709,591.00","$4,515,538.00","$4,194,053.00",470%,"$1,528,331.00","$874,856.00","$653,475.00",314%,"$369,162.00","$152,265.00","$216,897.00"
859,Arabianagena,"$11,941,632.00","$4,887,652.00","$7,053,981.00",405%,"$2,365,091.00","$870,299.00","$1,494,792.00",361%,"$513,035.00","$179,415.00","$333,620.00"
860,Costvicious,"$9,614,064.00","$3,752,596.00","$5,861,468.00",387%,"$1,972,759.00","$972,308.00","$1,000,451.00",306%,"$485,901.00","$254,770.00","$231,131.00"
861,Admitruppell,"$9,375,526.00","$1,511,586.00","$7,863,941.00",338%,"$2,139,026.00","$249,259.00","$1,889,767.00",312%,"$519,181.00","$75,241.00","$443,940.00"
862,Nerfheardercanapes,"$8,914,162.00","$3,139,637.00","$5,774,525.00",307%,"$2,188,607.00","$609,918.00","$1,578,689.00",98%,"$1,105,357.00","$867,503.00","$237,855.00"
863,Theirordered,"$9,525,187.00","$5,987,804.00","$3,537,384.00",444%,"$1,750,656.00","$1,120,745.00","$629,911.00",587%,"$254,826.00","$183,954.00","$70,872.00"
864,Lucrepickled,"$7,894,933.00","$3,512,395.00","$4,382,538.00",507%,"$1,300,595.00","$471,982.00","$828,613.00",535%,"$204,818.00","$91,808.00","$113,010.00"
865,Shadefronted,"$12,242,397.00","$1,381,925.00","$10,860,472.00",537%,"$1,920,660.00","$223,375.00","$1,697,285.00",451%,"$348,577.00","$49,344.00","$299,233.00"
866,Factsworldcup,"$8,830,547.00","$1,709,800.00","$7,120,748.00",626%,"$1,216,592.00","$241,985.00","$974,607.00",597%,"$174,547.00","$36,856.00","$137,691.00"
867,Marchedsausage,"$9,620,121.00","$3,370,435.00","$6,249,686.00",435%,"$1,798,020.00","$751,829.00","$1,046,191.00",320%,"$428,100.00","$409,490.00","$18,610.00"
868,Glandminer,"$8,065,626.00","$2,501,327.00","$5,564,299.00",538%,"$1,264,585.00","$348,531.00","$916,054.00",561%,"$191,314.00","$49,383.00","$141,931.00"
869,Queryinghovers,"$13,121,872.00","$2,745,474.00","$10,376,398.00",452%,"$2,375,424.00","$406,335.00","$1,969,089.00",293%,"$604,434.00","$110,196.00","$494,237.00"
870,Tausnash,"$6,554,612.00","$4,727,267.00","$1,827,345.00",260%,"$1,822,696.00","$1,145,128.00","$677,568.00",470%,"$319,771.00","$197,509.00","$122,263.00"
871,Crushingguatemalan,"$6,834,183.00","$4,821,152.00","$2,013,031.00",417%,"$1,321,034.00","$1,025,395.00","$295,639.00",337%,"$302,296.00","$203,148.00","$99,148.00"
872,Enterwaist,"$6,858,282.00","$5,159,202.00","$1,699,080.00",268%,"$1,863,383.00","$1,734,938.00","$128,445.00",245%,"$540,111.00","$496,535.00","$43,576.00"
873,Goblaces,"$7,624,263.00","$5,974,066.00","$1,650,196.00",647%,"$1,020,441.00","$692,973.00","$327,468.00",563%,"$153,913.00","$101,039.00","$52,874.00"
874,Cutranked,"$7,371,888.00","$3,968,735.00","$3,403,153.00",234%,"$2,204,456.00","$1,532,344.00","$672,112.00",139%,"$922,367.00","$614,737.00","$307,630.00"
875,Wingfluther,"$11,486,747.00","$7,617,623.00","$3,869,124.00",450%,"$2,089,577.00","$1,682,102.00","$407,475.00",357%,"$457,238.00","$387,508.00","$69,730.00"
876,Formulasfunnels,"$7,622,170.00","$4,491,556.00","$3,130,614.00",496%,"$1,279,749.00","$662,699.00","$617,050.00",407%,"$252,416.00","$135,688.00","$116,728.00"
877,Crunchabout,"$5,577,373.00","$2,895,975.00","$2,681,398.00",452%,"$1,010,325.00","$479,638.00","$530,687.00",390%,"$206,189.00","$120,793.00","$85,396.00"
878,Grippingstirring,"$4,419,277.00","$4,890,906.00","-$471,630.00",543%,"$687,242.00","$691,638.00","-$4,396.00",486%,"$117,277.00","$140,716.00","-$23,439.00"
879,Congolesegossip,"$8,394,130.00","$6,914,339.00","$1,479,791.00",231%,"$2,536,022.00","$5,536,898.00","-$3,000,876.00",206%,"$828,765.00","$1,759,492.00","-$930,727.00"
880,Onlytilted,"$13,628,926.00","$5,342,939.00","$8,285,986.00",513%,"$2,223,620.00","$811,463.00","$1,412,157.00",625%,"$306,706.00","$94,473.00","$212,234.00"
881,Graphicchlorine,"$8,510,889.00","$6,103,413.00","$2,407,476.00",351%,"$1,886,198.00","$1,606,485.00","$279,713.00",380%,"$392,958.00","$359,870.00","$33,088.00"
882,Scullianpinwheel,"$15,188,113.00","$3,623,069.00","$11,565,044.00",386%,"$3,128,035.00","$732,564.00","$2,395,471.00",402%,"$623,115.00","$174,661.00","$448,453.00"
883,Cranegreatest,"$7,127,742.00","$9,198,206.00","-$2,070,465.00",358%,"$1,556,739.00","$1,614,269.00","-$57,530.00",277%,"$412,928.00","$483,613.00","-$70,684.00"
884,Skillscurve,"$10,163,562.00","$5,931,251.00","$4,232,311.00",356%,"$2,230,343.00","$1,245,702.00","$984,641.00",299%,"$558,983.00","$270,890.00","$288,093.00"
885,Measuresflipping,"$9,730,457.00","$7,832,473.00","$1,897,984.00",454%,"$1,757,011.00","$1,231,831.00","$525,180.00",372%,"$372,248.00","$307,152.00","$65,096.00"
886,Greaseperform,"$10,763,212.00","$4,985,636.00","$5,777,576.00",306%,"$2,647,808.00","$1,226,745.00","$1,421,063.00",262%,"$731,439.00","$515,256.00","$216,182.00"
887,Ridglingshod,"$8,293,498.00","$6,165,133.00","$2,128,365.00",264%,"$2,278,858.00","$1,216,148.00","$1,062,710.00",219%,"$714,376.00","$495,035.00","$219,341.00"
888,Initialhorseman,"$5,673,115.00","$1,927,957.00","$3,745,158.00",383%,"$1,174,914.00","$471,277.00","$703,637.00",265%,"$321,894.00","$187,142.00","$134,753.00"
889,Linkedallianz,"$6,300,572.00","$8,606,412.00","-$2,305,840.00",149%,"$2,526,151.00","$4,578,644.00","-$2,052,493.00",205%,"$828,246.00","$2,867,949.00","-$2,039,703.00"
890,Sculptorjelly,"$10,875,181.00","$3,868,631.00","$7,006,550.00",347%,"$2,434,291.00","$765,494.00","$1,668,797.00",209%,"$787,796.00","$466,504.00","$321,293.00"
891,Surroundoutrageous,"$11,580,398.00","$2,324,622.00","$9,255,776.00",394%,"$2,346,559.00","$359,396.00","$1,987,163.00",224%,"$724,247.00","$102,205.00","$622,041.00"
892,Hallsshotgun,"$6,874,728.00","$442,275.00","$6,432,453.00",243%,"$2,002,432.00","$160,042.00","$1,842,390.00",122%,"$901,996.00","$51,828.00","$850,169.00"
893,Pricklemisfits,"$8,987,881.00","$3,760,581.00","$5,227,299.00",496%,"$1,506,981.00","$580,584.00","$926,397.00",249%,"$431,800.00","$157,765.00","$274,034.00"
894,Testingear,"$10,651,148.00","$4,539,151.00","$6,111,997.00",415%,"$2,067,497.00","$871,201.00","$1,196,296.00",359%,"$450,435.00","$148,761.00","$301,675.00"
895,Riddledinfant,"$8,368,302.00","$4,054,153.00","$4,314,149.00",435%,"$1,565,557.00","$625,085.00","$940,472.00",403%,"$311,244.00","$130,926.00","$180,318.00"
896,Motorearth,"$9,751,833.00","$4,218,906.00","$5,532,928.00",483%,"$1,673,528.00","$559,130.00","$1,114,398.00",422%,"$320,599.00","$86,835.00","$233,764.00"
897,Supernovafishing,"$6,092,674.00","$2,125,780.00","$3,966,894.00",432%,"$1,145,220.00","$331,437.00","$813,783.00",530%,"$181,781.00","$45,908.00","$135,873.00"
898,Detritaldartford,"$8,873,078.00","$6,319,833.00","$2,553,246.00",488%,"$1,509,442.00","$969,744.00","$539,698.00",586%,"$220,035.00","$113,079.00","$106,957.00"
899,Statuesquelook,"$6,842,694.00","$1,551,580.00","$5,291,114.00",258%,"$1,913,675.00","$339,690.00","$1,573,985.00",171%,"$706,153.00","$99,725.00","$606,428.00"
900,Appliesoverrated,"$12,506,421.00","$3,726,979.00","$8,779,442.00",418%,"$2,416,249.00","$703,746.00","$1,712,503.00",436%,"$450,793.00","$109,831.00","$340,962.00"
901,Bumhercules,"$6,426,676.00","$6,910,968.00","-$484,292.00",344%,"$1,449,002.00","$1,700,561.00","-$251,559.00",139%,"$606,277.00","$771,886.00","-$165,609.00"
902,Cabinetswainson,"$8,939,613.00","$2,611,768.00","$6,327,845.00",504%,"$1,480,410.00","$426,156.00","$1,054,254.00",476%,"$257,016.00","$128,903.00","$128,112.00"
903,Flaskssunny,"$8,589,862.00","$214,470.00","$8,375,392.00",522%,"$1,380,882.00","$31,778.00","$1,349,104.00",446%,"$252,909.00","$6,690.00","$246,219.00"
904,Canuvula,"$12,663,541.00","$4,681,764.00","$7,981,776.00",484%,"$2,168,196.00","$646,486.00","$1,521,710.00",354%,"$477,576.00","$207,040.00","$270,536.00"
905,Glazetwang,"$9,864,586.00","$1,188,169.00","$8,676,417.00",270%,"$2,666,817.00","$411,703.00","$2,255,114.00",,,,
906,Blendplacid,"$10,581,245.00","$3,680,006.00","$6,901,239.00",560%,"$1,602,080.00","$692,822.00","$909,258.00",,,,
907,Busylivid,"$7,253,811.00","$3,373,542.00","$3,880,269.00",476%,"$1,258,536.00","$515,515.00","$743,021.00",,,,
908,Mesontrekking,"$7,538,439.00","$5,334,742.00","$2,203,697.00",527%,"$1,202,295.00","$689,749.00","$512,546.00",272%,"$323,198.00","$227,863.00","$95,334.00"
909,Infectedduck,"$10,417,062.00","$4,118,312.00","$6,298,750.00",524%,"$1,669,484.00","$781,115.00","$888,369.00",445%,"$306,327.00","$136,102.00","$170,226.00"
910,Allowuntidy,"$4,528,393.00","$2,309,345.00","$2,219,047.00",629%,"$621,302.00","$421,029.00","$200,273.00",,,,
911,Moleculecircle,"$11,094,661.00","$1,026,548.00","$10,068,113.00",397%,"$2,234,005.00","$163,367.00","$2,070,638.00",411%,"$437,183.00","$26,422.00","$410,761.00"
912,Fadalert,"$11,851,513.00","$4,057,418.00","$7,794,095.00",560%,"$1,794,742.00","$703,770.00","$1,090,972.00",,,,
913,Putmovement,"$11,002,468.00","$984,696.00","$10,017,772.00",369%,"$2,347,263.00","$203,253.00","$2,144,010.00",370%,"$499,418.00","$66,413.00","$433,005.00"
914,Portlyroomy,"$7,707,035.00","$4,887,547.00","$2,819,488.00",520%,"$1,242,312.00","$921,800.00","$320,512.00",318%,"$297,204.00","$262,543.00","$34,661.00"
915,Clerkhusky,"$4,477,734.00","$4,940,211.00","-$462,477.00",327%,"$1,047,617.00","$980,639.00","$66,978.00",145%,"$427,599.00","$310,159.00","$117,440.00"
916,Snobcarrot,"$12,164,116.00","$6,555,657.00","$5,608,458.00",425%,"$2,315,301.00","$1,115,643.00","$1,199,658.00",384%,"$478,368.00","$213,277.00","$265,091.00"
917,Restrainthomerun,"$8,522,561.00","$5,647,178.00","$2,875,382.00",443%,"$1,569,807.00","$986,237.00","$583,570.00",352%,"$347,302.00","$296,367.00","$50,935.00"
918,Poxhewn,"$9,884,270.00","$6,588,342.00","$3,295,928.00",548%,"$1,524,845.00","$1,080,978.00","$443,867.00",583%,"$223,257.00","$163,078.00","$60,179.00"
919,Nescafeshameless,"$16,100,762.00","$2,453,377.00","$13,647,384.00",428%,"$3,049,121.00","$439,529.00","$2,609,592.00",341%,"$691,411.00","$111,320.00","$580,090.00"
920,Gemsubmit,"$9,852,788.00","$4,357,656.00","$5,495,132.00",293%,"$2,506,988.00","$854,318.00","$1,652,670.00",373%,"$530,019.00","$180,074.00","$349,945.00"
921,Rustyentertain,"$9,646,815.00","$1,680,823.00","$7,965,992.00",500%,"$1,607,710.00","$378,773.00","$1,228,937.00",401%,"$320,900.00","$84,949.00","$235,951.00"
922,Novelfollicle,"$9,028,550.00","$4,379,097.00","$4,649,453.00",375%,"$1,898,759.00","$1,122,381.00","$776,378.00",252%,"$539,420.00","$425,189.00","$114,231.00"
